,0
0,-143.82608695652175
1,195.5909090909091
2,0.3362002728712729
3,0.7009353736913778
4,0.5771925435414632
5,1.0622983811049773
6,0.026086956521739153
7,1.038289689554521
8,0.0945156167765679
9,0.4283836571698508
10,0.41077881088736967
11,0.47950868134042113
12,0.6903847205523278
13,0.5049386168894473
14,0.42381803308543486
15,0.4306331057782939
16,0.2789891670024819
17,0.24942759315046992
18,0.28234768470263827
19,11.478260869565217
20,0.012947826086956313
21,0.1696063978501911
22,0.7043647650835421
23,8.670833333333334
24,0.2803850847034336
25,19.19583333333333
26,2.4683580133711582
27,5.392692231219838
28,3.8456174793782116
