,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
0,0.2938066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.683552491,0,0,0,0,0.287062987,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.120546362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140876212,0,0,0,0,0.200071098,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.230436217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232638095,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.140495769,0,0,0,0,0,0,0,0,0,0.132335629,0,0,0,0,0,0,0,0,0,0.191283447,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.043549686,0,0,0,0,0,0,0,0,0,0.349240713,0,0,0,0,0,0,0,0,0,0.046822909,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.221175543,0,0,0,0,0,0,0,0,0,0.300820493,0,0,0,0,0,0,0,0,0,0.180005738,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,-0.284939401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.716191541,0,0,0,0,-0.284332101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.122876662,0,0,0,0,0,0,0,0,0,0.366186858,0,0,0,0,0,0,0,0,0,0.176491361,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.303782211,0,0,0,0,0,0,0,0,0,0.176789107,0,0,0,0,0,0,0,0,0,0.26649635,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0.131580438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241914659,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,-0.0865722,0,0,0,0,0,0,0,0,0,0.136889111,0,0,0,0,0,0,0,0,0,-0.13947755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0.263552103,0,0,0,0,0,0,0,0,0,0.033897681,0,0,0,0,0,0,0,0,0,0.258614305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
