,0
0,1007.6416737783313
1,297.0306038353475
2,0.26766409311803
3,4.375352155198317
4,7.345376475935536
5,1.7527404003602531
6,0.5306714896303317
7,7.716497897804438
8,0.9689222177626433
9,0.36458083684914394
10,1.7620623207075754
11,2.167546403074529
12,2.1757479164015856
13,0.694643965644646
14,1.1882837887571582
15,1.1474719495888905
16,0.1373238765339407
17,0.12956274400486645
18,0.19924491636348432
19,70.94354047711734
20,0.7304075230502378
21,0.5485142892930179
22,0.7737256917313309
23,16.222745019592317
24,1.2104442002628066
25,16.164769585055968
26,4.284083869599645
27,4.302853109496785
28,4.396461693716069
