,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
0,-1.198495278,-1.440785785,0.51108772,0.227879816,0.101605279,0.327482186,0.428031485,0.294841178,0.203095621,0.139898475,-0.184979723,-0.005163377,0.386989567,0.117570249,0.035718698,0.39247503,-0.350639092,-0.039336043,-0.001997374,-0.000101421,0.070893763,0.01312689,-0.01104143,0.000549708,-2.74E-05,0.14809703,4.31E-17,0.121366748,-6.99E-17,-0.956600137,2.95E-17,0.139741909,0.335552991,0.026284391,3.53E-17,0.73757431,-1.85E-17,-1.36E-18,-6.63E-17,-9.71E-18,1.62E-13,0.538533888,-0.348594229,0.037950791,-0.683417318,-0.09674962,-2.87E-10,7.51E-17,3.62E-18,-5.53E-22,0.060671024,-0.010622301,0.10911774,0.063609712,0.006360971,0.000636097,-0.004246496,0.119162838,0.06552243,0.006552243,0.000655224,-0.002351043,0.066324495,0.03909808,0.003909808,0.000390981
1,-0.007481585,-1.198495278,-1.440785785,0.51108772,0.227879816,0.012207693,0.327482186,0.428031485,0.294841178,0.203095621,0.393932905,-0.184979723,-0.005163377,0.386989567,0.117570249,0.167543433,0.39247503,-0.350639092,-0.039336043,-0.001997374,0.238297631,0.070893763,0.01312689,-0.01104143,0.000549708,0.029556531,8.34E-17,-0.154318758,-3.63E-17,1.097508855,1.89E-17,-0.058675984,-1.177275698,-0.035122368,9.16E-17,1.202659539,2.92E-17,-5.31E-19,-1.96E-16,-4.51E-17,1.84E-13,1.015862672,1.176912238,0.222291222,0.518859347,-0.124164095,-3.65E-10,2.09E-16,-8.45E-18,-9.79E-22,0.001516025,0.046475699,-0.010622301,0.10911774,0.063609712,0.006360971,-0.017370415,-0.004246496,0.119162838,0.06552243,0.006552243,0.030094951,-0.002351043,0.066324495,0.03909808,0.003909808
2,-0.636352162,-0.007481585,-1.198495278,-1.440785785,0.51108772,-0.445176895,0.012207693,0.327482186,0.428031485,0.294841178,0.412009264,0.393932905,-0.184979723,-0.005163377,0.386989567,-0.046075678,0.167543433,0.39247503,-0.350639092,-0.039336043,-0.124000894,0.238297631,0.070893763,0.01312689,-0.01104143,0.233888426,4.96E-17,0.337676598,-9.02E-16,0.728486715,6.41E-17,0.174032021,-0.134139184,-0.076607235,1.51E-16,-1.434103902,2.15E-17,-6.47E-17,-4.31E-16,-1.75E-16,2.93E-13,0.436463496,1.18800027,0.547116805,0.050363691,-0.170381096,-4.64E-10,6.06E-16,-2.88E-17,2.27E-19,-0.126099456,0.07748624,0.046475699,-0.010622301,0.10911774,0.063609712,-0.040449579,-0.017370415,-0.004246496,0.119162838,0.06552243,0.051997722,0.030094951,-0.002351043,0.066324495,0.03909808
3,-0.720272458,-0.636352162,-0.007481585,-1.198495278,-1.440785785,0.275407716,-0.445176895,0.012207693,0.327482186,0.428031485,0.226018174,0.412009264,0.393932905,-0.184979723,-0.005163377,0.31536298,-0.046075678,0.167543433,0.39247503,-0.350639092,0.513806798,-0.124000894,0.238297631,0.070893763,0.01312689,0.053556614,5.05E-16,0.006625542,2.85E-16,0.743334588,1.17E-16,0.032519062,0.036888105,-0.481968873,1.17E-16,-0.102135609,-7.54E-16,-2.49E-16,-5.63E-16,1.11E-16,5.42E-13,0.444216064,0.901402156,0.432738802,-0.247902219,-0.592697823,-5.90E-10,2.39E-17,1.15E-16,9.70E-19,0.113518778,0.126248887,0.07748624,0.046475699,-0.010622301,0.10911774,-0.075420378,-0.040449579,-0.017370415,-0.004246496,0.119162838,0.082331627,0.051997722,0.030094951,-0.002351043,0.066324495
4,0.997069315,-0.720272458,-0.636352162,-0.007481585,-1.198495278,-0.209051448,0.275407716,-0.445176895,0.012207693,0.327482186,0.380938528,0.226018174,0.412009264,0.393932905,-0.184979723,0.063399611,0.31536298,-0.046075678,0.167543433,0.39247503,0.274503816,0.513806798,-0.124000894,0.238297631,0.070893763,-0.275109111,5.22E-16,-0.390333191,-2.03E-16,-0.925904423,-1.80E-17,-0.223281059,0.161331077,-0.180445869,-8.47E-16,-0.137261062,4.78E-16,-1.09E-16,-3.43E-16,1.86E-16,1.05E-12,0.832138829,2.125206796,0.458750262,1.33679239,-0.244359533,-7.50E-10,-3.67E-16,7.77E-17,-1.89E-17,-0.045103762,0.068683452,0.126248887,0.07748624,0.046475699,-0.010622301,0.017096373,-0.075420378,-0.040449579,-0.017370415,-0.004246496,0.035602417,0.082331627,0.051997722,0.030094951,-0.002351043
5,-0.300546289,0.997069315,-0.720272458,-0.636352162,-0.007481585,-0.255814043,-0.209051448,0.275407716,-0.445176895,0.012207693,0.31064816,0.380938528,0.226018174,0.412009264,0.393932905,0.180841929,0.063399611,0.31536298,-0.046075678,0.167543433,-0.151178019,0.274503816,0.513806798,-0.124000894,0.238297631,0.038112965,-2.45E-15,-0.092632369,2.69E-16,-1.033983198,1.98E-18,0.055810397,-0.605678879,0.275937158,1.12E-16,0.044224114,-2.48E-16,-1.10E-16,-1.77E-17,-9.79E-18,2.07E-12,-0.297964616,0.164981478,-0.050932886,1.46688268,0.228261011,-9.52E-10,3.94E-17,-1.31E-16,7.27E-19,-0.062444717,0.026842937,0.068683452,0.126248887,0.07748624,0.046475699,0.094496052,0.017096373,-0.075420378,-0.040449579,-0.017370415,-0.002965428,0.035602417,0.082331627,0.051997722,0.030094951
6,-0.657907875,-0.300546289,0.997069315,-0.720272458,-0.636352162,0.034715778,-0.255814043,-0.209051448,0.275407716,-0.445176895,-0.828532014,0.31064816,0.380938528,0.226018174,0.412009264,0.277198214,0.180841929,0.063399611,0.31536298,-0.046075678,0.289437691,-0.151178019,0.274503816,0.513806798,-0.124000894,0.060313237,-4.69E-16,0.679526739,8.18E-19,-0.182486921,1.01E-17,0.022947581,1.575065667,-0.158148037,2.95E-16,0.208275702,1.93E-16,5.75E-17,-9.76E-17,-2.10E-16,4.07E-12,1.741732199,-0.125710438,0.021072425,-2.09383037,-0.248052192,-1.21E-09,7.69E-17,-1.20E-16,-1.60E-19,-0.019361543,-0.025963956,0.026842937,0.068683452,0.126248887,0.07748624,0.193819453,0.094496052,0.017096373,-0.075420378,-0.040449579,-0.049273381,-0.002965428,0.035602417,0.082331627,0.051997722
7,1.093574363,-0.657907875,-0.300546289,0.997069315,-0.720272458,0.518139704,0.034715778,-0.255814043,-0.209051448,0.275407716,-0.0940318,-0.828532014,0.31064816,0.380938528,0.226018174,-0.263236031,0.277198214,0.180841929,0.063399611,0.31536298,0.162572936,0.289437691,-0.151178019,0.274503816,0.513806798,-0.062775251,3.85E-16,0.61521782,6.33E-17,1.567583105,-1.53E-17,-0.053325546,-1.09162011,-0.100721686,9.52E-17,0.064433312,-1.21E-16,-1.15E-16,-7.31E-17,2.62E-16,8.02E-12,2.108247575,0.213618104,0.236560394,-0.808068359,-0.138773129,-1.54E-09,3.81E-17,-5.98E-17,-5.87E-18,0.082438184,-0.012695972,-0.025963956,0.026842937,0.068683452,0.126248887,0.091574379,0.193819453,0.094496052,0.017096373,-0.075420378,-0.023316686,-0.049273381,-0.002965428,0.035602417,0.082331627
8,1.105894735,1.093574363,-0.657907875,-0.300546289,0.997069315,0.241218447,0.518139704,0.034715778,-0.255814043,-0.209051448,1.408240794,-0.0940318,-0.828532014,0.31064816,0.380938528,-0.358342517,-0.263236031,0.277198214,0.180841929,0.063399611,0.260365385,0.162572936,0.289437691,-0.151178019,0.274503816,-0.045065746,-1.56E-15,0.604447041,2.27E-16,-0.801473738,6.92E-17,0.070463008,1.179827653,0.294182718,-1.52E-16,0.113622232,-7.68E-17,1.11E-16,1.61E-16,2.11E-16,1.58E-11,0.119166078,0.420034287,0.457225395,0.874292565,0.325265834,-1.95E-09,2.05E-16,-1.41E-16,1.95E-18,-0.059055258,-0.008513281,-0.012695972,-0.025963956,0.026842937,0.068683452,0.011386273,0.091574379,0.193819453,0.094496052,0.017096373,-0.00468325,-0.023316686,-0.049273381,-0.002965428,0.035602417
9,1.864734025,1.105894735,1.093574363,-0.657907875,-0.300546289,0.630586378,0.241218447,0.518139704,0.034715778,-0.255814043,0.253347876,1.408240794,-0.0940318,-0.828532014,0.31064816,-0.384352105,-0.358342517,-0.263236031,0.277198214,0.180841929,0.382640928,0.260365385,0.162572936,0.289437691,-0.151178019,-0.292436541,9.39E-16,0.080593822,-4.02E-16,0.018257005,-2.97E-17,-0.296807506,-0.152431723,-0.213711799,3.93E-17,0.099151152,5.18E-17,2.04E-16,1.09E-15,2.02E-16,3.12E-11,1.300534857,2.342699996,0.906005493,0.459108489,-0.211239278,-2.48E-09,2.97E-16,-1.12E-16,-2.49E-19,0.012594041,-0.002636941,-0.008513281,-0.012695972,-0.025963956,0.026842937,-0.085235864,0.011386273,0.091574379,0.193819453,0.094496052,0.017780153,-0.00468325,-0.023316686,-0.049273381,-0.002965428
